Destination,Country,Prefix,Rate
Guadeloupe,GLP,59069012,0.1636
Guadeloupe,GLP,59069013,0.1636
Guadeloupe,GLP,59069014,0.1636
Guadeloupe,GLP,59069015,0.1636
Guadeloupe,GLP,59069016,0.1636
Guadeloupe,GLP,59069017,0.1636
Guadeloupe,GLP,59069018,0.1636
Guadeloupe,GLP,59069019,0.1636
Guadeloupe,GLP,59069020,0.1636
Guadeloupe,GLP,59069021,0.1636
Guadeloupe,GLP,59069023,0.1636
Guadeloupe,GLP,59069024,0.1636
Guadeloupe,GLP,59069025,0.1636
Guadeloupe,GLP,59069026,0.2987
Guadeloupe,GLP,59069027,0.2183
Guadeloupe,GLP,59069028,0.2164
Guadeloupe,GLP,59069029,0.2987
Guadeloupe,GLP,59069030,0.2987
Guadeloupe,GLP,59069031,0.2987
Guadeloupe,GLP,59069032,0.2987
Guadeloupe,GLP,59069033,0.2987
Guadeloupe,GLP,59069034,0.2987
Guadeloupe,GLP,59069035,0.2987
Guadeloupe,GLP,59069036,0.1636
Guadeloupe,GLP,59069037,0.2987
Guadeloupe,GLP,59069038,0.2987
Guadeloupe,GLP,59069039,0.2987
Guadeloupe,GLP,59069040,0.2987
Guadeloupe,GLP,59069041,0.2987
Guadeloupe,GLP,59069042,0.1636
Guadeloupe,GLP,59069043,0.1636
Guadeloupe,GLP,59069044,0.1636
Guadeloupe,GLP,59069045,0.1636
Guadeloupe,GLP,59069046,0.1636
Guadeloupe,GLP,59069047,0.2987
Guadeloupe,GLP,59069048,0.2987
Guadeloupe,GLP,59069049,0.2987
Guadeloupe,GLP,59069060,0.2987
Guadeloupe,GLP,59069061,0.2987
Guadeloupe,GLP,59069062,0.2987
Guadeloupe,GLP,59069063,0.2987
Guadeloupe,GLP,59069064,0.2987
Guadeloupe,GLP,59069065,0.2987
Guadeloupe,GLP,59069067,0.2987
Guadeloupe,GLP,59069068,0.2987
Guadeloupe,GLP,59069069,0.1636
Guadeloupe,GLP,59069070,0.2987
Guadeloupe,GLP,59069071,0.2987
Guadeloupe,GLP,59069072,0.2987
Guadeloupe,GLP,59069073,0.2987
Guadeloupe,GLP,59069074,0.2987
Guadeloupe,GLP,59069075,0.2987
Guadeloupe,GLP,59069076,0.2987
Guadeloupe,GLP,59069078,0.2215
Guadeloupe,GLP,59069079,0.2215
Guadeloupe,GLP,59069080,0.1636
Guadeloupe,GLP,59069081,0.1636
Guadeloupe,GLP,59069082,0.1636
Guadeloupe,GLP,59069083,0.1636
Guadeloupe,GLP,59069084,0.1636
Guadeloupe,GLP,59069085,0.1636
Guadeloupe,GLP,59069086,0.1636
Guadeloupe,GLP,59069089,0.2215
Guadeloupe,GLP,59069122,0.0569
Guadeloupe,GLP,59069131,0.0876
Guadeloupe,GLP,59069132,0.0876
Guadeloupe,GLP,59069133,0.0876
Guadeloupe,GLP,59069134,0.0876
Guadeloupe,GLP,59069135,0.0876
Guam,GUM,1671,0.0497
Guam,GUM,1671300,0.0470
Guam,GUM,1671333,0.0479
Guam,GUM,1671339,0.0479
Guam,GUM,1671343,0.0479
Guam,GUM,1671344,0.0479
Guam,GUM,1671349,0.0479
Guam,GUM,1671355,0.0479
Guam,GUM,1671362,0.0479
Guam,GUM,1671366,0.0479
Guam,GUM,1671400,0.0470
Guam,GUM,1671456,0.0380
Guam,GUM,1671471,0.0479
Guam,GUM,1671472,0.0479
Guam,GUM,1671473,0.0479
Guam,GUM,1671474,0.0479
Guam,GUM,1671475,0.0479
Guam,GUM,1671477,0.0479
Guam,GUM,1671478,0.0479
Guam,GUM,1671479,0.0479
Guam,GUM,1671480,0.0470
Guam,GUM,1671482,0.0470
Guam,GUM,1671483,0.0470
Guam,GUM,1671486,0.0470
Guam,GUM,1671487,0.0470
Guam,GUM,1671488,0.0470
Guam,GUM,1671489,0.0470
Guam,GUM,1671562,0.0479
Guam,GUM,1671563,0.0479
Guam,GUM,1671564,0.0479
Guam,GUM,1671565,0.0479
Guam,GUM,1671588,0.0479
Guam,GUM,1671632,0.0479
Guam,GUM,1671633,0.0479
Guam,GUM,1671634,0.0479
Guam,GUM,1671635,0.0479
Guam,GUM,1671637,0.0479
Guam,GUM,1671638,0.0479
Guam,GUM,1671642,0.0479
Guam,GUM,1671644,0.0479
Guam,GUM,1671645,0.0479
Guam,GUM,1671646,0.0479
Guam,GUM,1671647,0.0479
Guam,GUM,1671648,0.0479
Guam,GUM,1671649,0.0479
Guam,GUM,1671653,0.0479
Guam,GUM,1671654,0.0479
Guam,GUM,1671678,0.0380
Guam,GUM,1671682,0.0470
Guam,GUM,1671683,0.0470
Guam,GUM,1671685,0.0470
Guam,GUM,1671686,0.0470
Guam,GUM,1671687,0.0470
Guam,GUM,1671688,0.0470
Guam,GUM,1671689,0.0470
Guam,GUM,1671707,0.0440
Guam,GUM,1671726,0.0470
Guam,GUM,1671727,0.0378
Guam,GUM,1671734,0.0479
Guam,GUM,1671735,0.0479
Guam,GUM,1671747,0.0380
Guam,GUM,1671777,0.0450
Guam,GUM,1671787,0.0470
Guam,GUM,1671788,0.0470
Guam,GUM,1671789,0.0479
Guam,GUM,1671797,0.0378
Guam,GUM,1671828,0.0479
Guam,GUM,1671838,0.0470
Guam,GUM,1671848,0.0470
Guam,GUM,1671858,0.0470
Guam,GUM,1671864,0.0470
Guam,GUM,1671868,0.0470
Guam,GUM,1671878,0.0470
Guam,GUM,1671888,0.0470
Guam,GUM,1671898,0.0470
Guam,GUM,1671922,0.0470
Guam,GUM,1671929,0.0470
Guam,GUM,1671967,0.0450
Guam,GUM,1671969,0.0470
Guam,GUM,1671971,0.0385
Guam,GUM,1671972,0.0437
Guam,GUM,1671977,0.0455
Guam,GUM,1671979,0.0470
Guam,GUM,1671987,0.0440
Guam,GUM,1671988,0.0470
Guam,GUM,1671989,0.0470
Guam,GUM,1671997,0.0455
Guam,GUM,1671998,0.0450
Guatemala,GTM,502,0.3898
Guatemala,GTM,50241,0.3491
Guatemala,GTM,50242,0.3491
Guatemala,GTM,502220,0.3289
Guatemala,GTM,502221,0.3289
Guatemala,GTM,502236,0.2413
Guatemala,GTM,502241,0.3289
Guatemala,GTM,502249,0.2413
Guatemala,GTM,502250,0.2413
Guatemala,GTM,502357,0.3739
Guatemala,GTM,502358,0.3739
Guatemala,GTM,502359,0.3739
Guatemala,GTM,502360,0.3739
Guatemala,GTM,502361,0.3739
Guatemala,GTM,502362,0.3739
Guatemala,GTM,502363,0.3739
Guatemala,GTM,502364,0.3739
Guatemala,GTM,502365,0.3739
Guatemala,GTM,502366,0.3739
Guatemala,GTM,502367,0.3739
Guatemala,GTM,502368,0.3739
Guatemala,GTM,502369,0.3739
Guatemala,GTM,502376,0.3739
Guatemala,GTM,502377,0.3739
Guatemala,GTM,502378,0.3739
Guatemala,GTM,502379,0.3739
Guatemala,GTM,502380,0.3739
Guatemala,GTM,502381,0.3739
Guatemala,GTM,502410,0.3623
Guatemala,GTM,502411,0.3623
Guatemala,GTM,502412,0.3623
Guatemala,GTM,502413,0.3623
Guatemala,GTM,502414,0.3623
Guatemala,GTM,502415,0.3623
Guatemala,GTM,502416,0.3623
Guatemala,GTM,502417,0.3623
Guatemala,GTM,502418,0.3623
Guatemala,GTM,502419,0.3623
Guatemala,GTM,502470,0.3491
Guatemala,GTM,502471,0.3491
Guatemala,GTM,502472,0.3491
Guatemala,GTM,502473,0.3491
Guatemala,GTM,502474,0.3491
Guatemala,GTM,502475,0.3491
Guatemala,GTM,502476,0.3491
Guatemala,GTM,502501,0.3491
Guatemala,GTM,502511,0.3491
Guatemala,GTM,502512,0.3491
Guatemala,GTM,502513,0.3491
Guatemala,GTM,502541,0.3491
Guatemala,GTM,502542,0.3491
Guatemala,GTM,502543,0.3491
Guatemala,GTM,502544,0.3491
Guatemala,GTM,502545,0.3491
Guatemala,GTM,502546,0.3491
Guatemala,GTM,502547,0.3491
Guatemala,GTM,502548,0.3491
Guatemala,GTM,502549,0.3491
Guatemala,GTM,502556,0.3491
Guatemala,GTM,502557,0.3491
Guatemala,GTM,502559,0.3491
Guatemala,GTM,502561,0.3491
Guatemala,GTM,502562,0.3491
Guatemala,GTM,502563,0.3491
Guatemala,GTM,502569,0.3491
Guatemala,GTM,502582,0.3491
Guatemala,GTM,502583,0.3491
Guatemala,GTM,502584,0.3491
Guatemala,GTM,502585,0.3491
Guatemala,GTM,502586,0.3491
Guatemala,GTM,502587,0.3491
Guatemala,GTM,502592,0.3491
Guatemala,GTM,502593,0.3491
Guatemala,GTM,502594,0.3491
Guatemala,GTM,502595,0.3491
Guatemala,GTM,502596,0.3491
Guatemala,GTM,502597,0.3491
Guatemala,GTM,502598,0.3491
Guatemala,GTM,502776,0.2413
Guatemala,GTM,502794,0.2413
Guatemala,GTM,5022200,0.2413
Guatemala,GTM,5022201,0.2413
Guatemala,GTM,5022202,0.2413
Guatemala,GTM,5022203,0.2413
Guatemala,GTM,5022204,0.2413
Guatemala,GTM,5022205,0.2413
Guatemala,GTM,5022206,0.2413
Guatemala,GTM,5022207,0.2413
Guatemala,GTM,5022208,0.2413
Guatemala,GTM,5022209,0.2413
Guatemala,GTM,5022210,0.2413
Guatemala,GTM,5022211,0.2413
Guatemala,GTM,5022212,0.2413
Guatemala,GTM,5022213,0.2413
Guatemala,GTM,5022214,0.2413
Guatemala,GTM,5022215,0.2413
Guatemala,GTM,5022216,0.2413
Guatemala,GTM,5022217,0.2413
Guatemala,GTM,5022218,0.2413
Guatemala,GTM,5022219,0.2413
Guatemala,GTM,5022220,0.2413
Guatemala,GTM,5022221,0.2413
Guatemala,GTM,5022222,0.2413
Guatemala,GTM,5022223,0.2413
Guatemala,GTM,5022224,0.2413
Guatemala,GTM,5022225,0.2413
Guatemala,GTM,5022226,0.2413
Guatemala,GTM,5022227,0.2413
Guatemala,GTM,5022228,0.2413
Guatemala,GTM,5022230,0.2413
Guatemala,GTM,5022232,0.2413
Guatemala,GTM,5022233,0.2413
Guatemala,GTM,5022234,0.2413
Guatemala,GTM,5022235,0.2413
Guatemala,GTM,5022238,0.2413
Guatemala,GTM,5022242,0.2413
Guatemala,GTM,5022243,0.2413
Guatemala,GTM,5022244,0.2413
Guatemala,GTM,5022245,0.2413
Guatemala,GTM,5022246,0.2413
Guatemala,GTM,5022247,0.2413
Guatemala,GTM,5022250,0.2413
Guatemala,GTM,5022251,0.2413
Guatemala,GTM,5022253,0.2413
Guatemala,GTM,5022254,0.2413
Guatemala,GTM,5022255,0.2413
Guatemala,GTM,5022256,0.2413
Guatemala,GTM,5022257,0.2413
Guatemala,GTM,5022258,0.2413
Guatemala,GTM,5022259,0.2413
Guatemala,GTM,5022260,0.2413
Guatemala,GTM,5022261,0.2413
Guatemala,GTM,5022270,0.2413
Guatemala,GTM,5022286,0.2413
Guatemala,GTM,5022288,0.2413
Guatemala,GTM,5022289,0.2413
Guatemala,GTM,5022320,0.2413
Guatemala,GTM,5022321,0.2413
Guatemala,GTM,5022322,0.2413
Guatemala,GTM,5022323,0.2413
Guatemala,GTM,5022324,0.2413
Guatemala,GTM,5022331,0.2413
Guatemala,GTM,5022332,0.2413
Guatemala,GTM,5022333,0.2413
Guatemala,GTM,5022334,0.2413
Guatemala,GTM,5022335,0.2413
Guatemala,GTM,5022336,0.2413
Guatemala,GTM,5022337,0.2413
Guatemala,GTM,5022338,0.2413
Guatemala,GTM,5022339,0.2413
Guatemala,GTM,5022410,0.2413
Guatemala,GTM,5022411,0.2413
Guatemala,GTM,5022412,0.2413
Guatemala,GTM,5022413,0.2413
Guatemala,GTM,5022414,0.2413
Guatemala,GTM,5022415,0.2413
Guatemala,GTM,5022416,0.2413
Guatemala,GTM,5022417,0.2413
Guatemala,GTM,5022418,0.2413
Guatemala,GTM,5022419,0.2413
Guatemala,GTM,5022420,0.2413
Guatemala,GTM,5022421,0.2413
Guatemala,GTM,5022422,0.2413
Guatemala,GTM,5022423,0.2413
Guatemala,GTM,5022424,0.2413
Guatemala,GTM,5022425,0.2413
Guatemala,GTM,5022426,0.2413
Guatemala,GTM,5022431,0.2413
Guatemala,GTM,5022432,0.2413
Guatemala,GTM,5022433,0.2413
Guatemala,GTM,5022434,0.2413
Guatemala,GTM,5022435,0.2413
Guatemala,GTM,5022436,0.2413
Guatemala,GTM,5022437,0.2413
Guatemala,GTM,5022438,0.2413
Guatemala,GTM,5022439,0.2413
Guatemala,GTM,5022440,0.2413
Guatemala,GTM,5022441,0.2413
Guatemala,GTM,5022442,0.2413
Guatemala,GTM,5022443,0.2413
Guatemala,GTM,5022444,0.2413
Guatemala,GTM,5022445,0.2413
Guatemala,GTM,5022448,0.2413
Guatemala,GTM,5022449,0.2413
Guatemala,GTM,5022460,0.2413
Guatemala,GTM,5022461,0.2413
Guatemala,GTM,5022462,0.2413
Guatemala,GTM,5022463,0.2413
Guatemala,GTM,5022464,0.2413
Guatemala,GTM,5022471,0.2413
Guatemala,GTM,5022472,0.2413
Guatemala,GTM,5022473,0.2413
Guatemala,GTM,5022474,0.2413
Guatemala,GTM,5022475,0.2413
Guatemala,GTM,5022476,0.2413
Guatemala,GTM,5022477,0.2413
Guatemala,GTM,5022478,0.2413
Guatemala,GTM,5022479,0.2413
Guatemala,GTM,5022480,0.2413
Guatemala,GTM,5022483,0.2413
Guatemala,GTM,5022484,0.2413
Guatemala,GTM,5023565,0.3739
Guatemala,GTM,5023566,0.3739
Guatemala,GTM,5023567,0.3739
Guatemala,GTM,5023568,0.3739
Guatemala,GTM,5023569,0.3739
Guatemala,GTM,5023755,0.3739
Guatemala,GTM,5023756,0.3739
Guatemala,GTM,5023757,0.3739
Guatemala,GTM,5023758,0.3739
Guatemala,GTM,5023759,0.3739
Guatemala,GTM,5024770,0.3491
Guatemala,GTM,5024771,0.3491
Guatemala,GTM,5024772,0.3491
Guatemala,GTM,5025310,0.3491
Guatemala,GTM,5025311,0.3491
Guatemala,GTM,5025510,0.3491
Guatemala,GTM,5025511,0.3491
Guatemala,GTM,5025512,0.3491
Guatemala,GTM,5025513,0.3491
Guatemala,GTM,5025514,0.3491
Guatemala,GTM,5025515,0.3491
Guatemala,GTM,5025516,0.3491
Guatemala,GTM,5025517,0.3491
Guatemala,GTM,5025531,0.3491
Guatemala,GTM,5025532,0.3491
Guatemala,GTM,5025533,0.3491
Guatemala,GTM,5025534,0.3491
Guatemala,GTM,5025535,0.3491
Guatemala,GTM,5025536,0.3491
Guatemala,GTM,5025537,0.3491
Guatemala,GTM,5025538,0.3491
Guatemala,GTM,5025539,0.3491
Guatemala,GTM,5025543,0.3491
Guatemala,GTM,5025544,0.3491
Guatemala,GTM,5025554,0.3491
Guatemala,GTM,5025555,0.3491
Guatemala,GTM,5025556,0.3491
Guatemala,GTM,5025557,0.3491
Guatemala,GTM,5025558,0.3491
Guatemala,GTM,5025559,0.3491
Guatemala,GTM,5025582,0.3491
Guatemala,GTM,5025583,0.3491
Guatemala,GTM,5025584,0.3491
Guatemala,GTM,5025585,0.3491
Guatemala,GTM,5025586,0.3491
Guatemala,GTM,5025587,0.3491
Guatemala,GTM,5025588,0.3491
Guatemala,GTM,5025589,0.3491
Guatemala,GTM,5025710,0.3491
Guatemala,GTM,5025711,0.3491
Guatemala,GTM,5025712,0.3491
Guatemala,GTM,5025713,0.3491
Guatemala,GTM,5025714,0.3491
Guatemala,GTM,5025715,0.3491
Guatemala,GTM,5025716,0.3491
Guatemala,GTM,5025717,0.3491
Guatemala,GTM,5025718,0.3491
Guatemala,GTM,5025810,0.3491
Guatemala,GTM,5025811,0.3491
Guatemala,GTM,5025812,0.3491
Guatemala,GTM,5025813,0.3491
Guatemala,GTM,5025814,0.3491
Guatemala,GTM,5025815,0.3491
Guatemala,GTM,5025816,0.3491
Guatemala,GTM,5025817,0.3491
Guatemala,GTM,5025818,0.3491
Guatemala,GTM,5025910,0.3491
Guatemala,GTM,5025911,0.3491
Guatemala,GTM,5025912,0.3491
Guatemala,GTM,5025913,0.3491
Guatemala,GTM,5025914,0.3491
Guatemala,GTM,5026620,0.2413
Guatemala,GTM,5026621,0.2413
Guatemala,GTM,5026623,0.2413
Guatemala,GTM,5026629,0.2413
Guatemala,GTM,5026630,0.2413
Guatemala,GTM,5026631,0.2413
Guatemala,GTM,5026632,0.2413
Guatemala,GTM,5026633,0.2413
Guatemala,GTM,5026634,0.2413
Guatemala,GTM,5026635,0.2413
Guatemala,GTM,5026636,0.2413
Guatemala,GTM,5026637,0.2413
Guatemala,GTM,5026640,0.2413
Guatemala,GTM,5026641,0.2413
Guatemala,GTM,5026642,0.2413
Guatemala,GTM,5026643,0.2413
Guatemala,GTM,5026644,0.2413
Guatemala,GTM,5026645,0.2413
Guatemala,GTM,5026646,0.2413
Guatemala,GTM,5026650,0.2413
Guatemala,GTM,5026661,0.2413
Guatemala,GTM,5026662,0.2413
Guatemala,GTM,5026663,0.2413
Guatemala,GTM,5026664,0.2413
Guatemala,GTM,5026665,0.2413
Guatemala,GTM,5026666,0.2413
Guatemala,GTM,5026667,0.2413
Guatemala,GTM,5026668,0.2413
Guatemala,GTM,5026669,0.2413
Guatemala,GTM,5026670,0.2413
Guatemala,GTM,5026671,0.2413
Guatemala,GTM,5026672,0.2413
Guatemala,GTM,5026673,0.2413
Guatemala,GTM,5026674,0.2413
Guatemala,GTM,5026675,0.2413
Guatemala,GTM,5026676,0.2413
Guatemala,GTM,5027720,0.2413
Guatemala,GTM,5027721,0.2413
Guatemala,GTM,5027722,0.2413
Guatemala,GTM,5027723,0.2413
Guatemala,GTM,5027736,0.2413
Guatemala,GTM,5027737,0.2413
Guatemala,GTM,5027738,0.2413
Guatemala,GTM,5027755,0.2413
Guatemala,GTM,5027756,0.2413
Guatemala,GTM,5027770,0.2413
Guatemala,GTM,5027771,0.2413
Guatemala,GTM,5027772,0.2413
Guatemala,GTM,5027773,0.2413
Guatemala,GTM,5027774,0.2413
Guatemala,GTM,5027775,0.2413
Guatemala,GTM,5027776,0.2413
Guatemala,GTM,5027777,0.2413
Guatemala,GTM,5027780,0.2413
Guatemala,GTM,5027790,0.2413
Guatemala,GTM,5027791,0.2413
Guatemala,GTM,5027792,0.2413
Guatemala,GTM,5027793,0.2413
Guatemala,GTM,5027794,0.2413
Guatemala,GTM,5027795,0.2413
Guatemala,GTM,5027796,0.2413
Guatemala,GTM,5027797,0.2413
Guatemala,GTM,5027820,0.2413
Guatemala,GTM,5027821,0.2413
Guatemala,GTM,5027822,0.2413
Guatemala,GTM,5027823,0.2413
Guatemala,GTM,5027830,0.2413
Guatemala,GTM,5027831,0.2413
Guatemala,GTM,5027832,0.2413
Guatemala,GTM,5027833,0.2413
Guatemala,GTM,5027834,0.2413
Guatemala,GTM,5027838,0.2413
Guatemala,GTM,5027839,0.2413
Guatemala,GTM,5027840,0.2413
Guatemala,GTM,5027841,0.2413
Guatemala,GTM,5027842,0.2413
Guatemala,GTM,5027843,0.2413
Guatemala,GTM,5027844,0.2413
Guatemala,GTM,5027845,0.2413
Guatemala,GTM,5027846,0.2413
Guatemala,GTM,5027849,0.2413
Guatemala,GTM,5027867,0.2413
Guatemala,GTM,5027868,0.2413
Guatemala,GTM,5027870,0.2413
Guatemala,GTM,5027871,0.2413
Guatemala,GTM,5027872,0.2413
Guatemala,GTM,5027873,0.2413
Guatemala,GTM,5027874,0.2413
Guatemala,GTM,5027880,0.2413
Guatemala,GTM,5027881,0.2413
Guatemala,GTM,5027882,0.2413
Guatemala,GTM,5027884,0.2413
Guatemala,GTM,5027885,0.2413
Guatemala,GTM,5027886,0.2413
Guatemala,GTM,5027887,0.2413
Guatemala,GTM,5027888,0.2413
Guatemala,GTM,5027889,0.2413
Guatemala,GTM,5027920,0.2413
Guatemala,GTM,5027922,0.2413
Guatemala,GTM,5027923,0.2413
Guatemala,GTM,5027924,0.2413
Guatemala,GTM,5027925,0.2413
Guatemala,GTM,5027926,0.2413
Guatemala,GTM,5027927,0.2413
Guatemala,GTM,5027928,0.2413
Guatemala,GTM,5027930,0.2413
Guatemala,GTM,5027931,0.2413
Guatemala,GTM,5027932,0.2413
Guatemala,GTM,5027933,0.2413
Guatemala,GTM,5027934,0.2413
Guatemala,GTM,5027935,0.2413
Guatemala,GTM,5027936,0.2413
Guatemala,GTM,5027937,0.2413
Guatemala,GTM,5027938,0.2413
Guatemala,GTM,5027950,0.2413
Guatemala,GTM,5027951,0.2413
Guatemala,GTM,5027952,0.2413
Guatemala,GTM,5027953,0.2413
Guatemala,GTM,5027954,0.2413
Guatemala,GTM,5027955,0.2413
Guatemala,GTM,5027956,0.2413
Guatemala,GTM,5027957,0.2413
Guatemala,GTM,5027960,0.2413
Guatemala,GTM,5027961,0.2413
Guatemala,GTM,5027962,0.2413
Guatemala,GTM,5027963,0.2413
Guatemala,GTM,5027964,0.2413
Guatemala,GTM,5027965,0.2413
Guinea,GIN,224,1.2784
Guinea,GIN,22424,1.3355
Guinea,GIN,22430,1.2287
Guinea,GIN,22455,1.3355
Guinea,GIN,22461,1.3355
Guinea,GIN,22462,1.1522
Guinea,GIN,22463,1.3355
Guinea,GIN,22464,1.3355
Guinea,GIN,22466,1.2112
Guinea,GIN,22467,1.2287
Guinea,GIN,22468,1.3355
Guinea,GIN,22469,1.3355
Guinea,GIN,22479,1.2287
Guinea,GIN,224631,1.2074
Guinea,GIN,224653,1.3135
Guinea,GIN,224654,1.3135
Guinea,GIN,224655,1.3135
Guinea,GIN,224656,1.3135
Guinea,GIN,224657,1.3135
Guinea,GIN,224660,1.2683
Guinea,GIN,224661,1.2683
Guinea,GIN,224956,1.2287
Guinea,GIN,22463999,1.2074
Guinea-Bissau,GNB,245,1.4681
Guinea-Bissau,GNB,2455,1.5395
Guinea-Bissau,GNB,2456,1.5395
Guinea-Bissau,GNB,2457,1.6004
Guinea-Bissau,GNB,24590,1.3672
Guinea-Bissau,GNB,24591,1.3672
Guinea-Bissau,GNB,24592,1.3672
Guinea-Bissau,GNB,24593,1.3672
Guinea-Bissau,GNB,24595,1.7142
Guinea-Bissau,GNB,24596,1.5647
Guinea-Bissau,GNB,245955,1.5680
Guinea-Bissau,GNB,245956,1.5680
Guinea-Bissau,GNB,245965,1.4884
Guinea-Bissau,GNB,245966,1.4884
Guinea-Bissau,GNB,245969,1.4884
Guinea-Bissau,GNB,245977,1.5289
Guyana,GUY,592,0.6385
Guyana,GUY,59261,0.6634
Guyana,GUY,59262,0.6634
Guyana,GUY,59263,0.6634
Guyana,GUY,59264,0.6634
Guyana,GUY,59265,0.6634
Guyana,GUY,59266,0.2972
Guyana,GUY,59267,0.2972
Guyana,GUY,59268,0.2972
Guyana,GUY,59269,0.2972
Guyana,GUY,592600,0.2972
Guyana,GUY,592601,0.2972
Guyana,GUY,592602,0.2972
Guyana,GUY,592603,0.2972
Guyana,GUY,592604,0.2972
Guyana,GUY,592608,0.3292
Guyana,GUY,592609,0.6634
Guyana,GUY,592630,0.3292
Guyana,GUY,592659,0.3292
Haiti,HTI,509,0.6380
Haiti,HTI,5093,0.7056
Haiti,HTI,5095,0.7368
Haiti,HTI,5096,0.8336
Haiti,HTI,5097,0.8336
Haiti,HTI,5098,0.7235
Haiti,HTI,50921,0.7435
Haiti,HTI,50922,0.7435
Haiti,HTI,50923,0.7435
Haiti,HTI,50924,0.7435
Haiti,HTI,50925,0.7435
Haiti,HTI,50929,0.9065
Haiti,HTI,50931,0.9065
Haiti,HTI,50932,0.7920
Haiti,HTI,50933,0.7920
Haiti,HTI,50934,0.9065
Haiti,HTI,50935,0.7920
Haiti,HTI,50936,0.9065
Haiti,HTI,50937,0.9065
Haiti,HTI,50938,0.9065
Haiti,HTI,50939,0.9065
Haiti,HTI,50940,0.7646
Haiti,HTI,50941,0.7646
Haiti,HTI,50942,0.7646
Haiti,HTI,50943,0.7646
Haiti,HTI,50944,0.9065
Haiti,HTI,50946,0.9065
Haiti,HTI,50947,0.9065
Haiti,HTI,50948,0.9065
Haiti,HTI,50949,0.9065
Haiti,HTI,50980,0.8336
Haiti,HTI,50981,0.8336
Haiti,HTI,50982,0.8336
Haiti,HTI,50983,0.8336
Haiti,HTI,50984,0.8336
Haiti,HTI,50985,0.8336
Haiti,HTI,50986,0.8336
Haiti,HTI,50987,0.8336
Haiti,HTI,509103,0.7235
Haiti,HTI,509280,0.7235
Haiti,HTI,509281,0.9065
Haiti,HTI,509282,0.7235
Haiti,HTI,509283,0.7235
Haiti,HTI,509284,0.7235
Haiti,HTI,509285,0.7235
Haiti,HTI,509286,0.7235
Haiti,HTI,509287,0.7235
Haiti,HTI,509288,0.7235
Haiti,HTI,509301,0.8063
Honduras,HND,504,0.3240
Honduras,HND,5042,0.3371
Honduras,HND,5043,0.4022
Honduras,HND,5048,0.3976
Honduras,HND,5049,0.4157
Honduras,HND,50432,0.3846
Honduras,HND,50433,0.3846
Honduras,HND,50472,0.3670
Honduras,HND,50495,0.4444
Honduras,HND,50496,0.4444
Honduras,HND,50497,0.4444
Honduras,HND,50498,0.4444
Honduras,HND,50499,0.4444
Honduras,HND,504314,0.3846
Honduras,HND,504315,0.3846
Honduras,HND,504316,0.3846
Honduras,HND,504317,0.3846
Honduras,HND,504318,0.3846
Honduras,HND,504319,0.3846
Honduras,HND,504943,0.4444
Honduras,HND,504944,0.4444
Honduras,HND,504945,0.4444
Honduras,HND,504946,0.4444
Honduras,HND,504947,0.4444
Honduras,HND,504948,0.4444
Honduras,HND,504949,0.4444
Honduras,HND,5047214,0.4022
Honduras,HND,5047215,0.4022
Honduras,HND,5047216,0.4022
Honduras,HND,5047217,0.4022
Honduras,HND,5047218,0.4022
Honduras,HND,5047219,0.4022
Honduras,HND,5047240,0.4022
Honduras,HND,5047241,0.4022
Honduras,HND,5047250,0.4022
Honduras,HND,5047251,0.4022
Honduras,HND,5047252,0.4022
Honduras,HND,5047410,0.3670
Honduras,HND,5047411,0.4022
Honduras,HND,5047412,0.3670
Hong Kong,HKG,852,0.0697
Hong Kong,HKG,8526,0.0965
Hong Kong,HKG,8529,0.0786
Hong Kong,HKG,85217,0.0949
Hong Kong,HKG,85248,0.0949
Hong Kong,HKG,85249,0.0949
Hong Kong,HKG,85251,0.0965
Hong Kong,HKG,85252,0.0791
Hong Kong,HKG,85253,0.0965
Hong Kong,HKG,85254,0.0965
Hong Kong,HKG,85255,0.0965
Hong Kong,HKG,85256,0.0965
Hong Kong,HKG,85259,0.0965
Hong Kong,HKG,85284,0.0791
Hong Kong,HKG,85285,0.0791
Hong Kong,HKG,85286,0.0791
Hong Kong,HKG,85287,0.0791
Hong Kong,HKG,85289,0.0791
Hong Kong,HKG,85291,0.0965
Hong Kong,HKG,85292,0.0965
Hong Kong,HKG,85293,0.0965
Hong Kong,HKG,85294,0.0965
Hong Kong,HKG,85295,0.0965
Hong Kong,HKG,85296,0.0965
Hong Kong,HKG,85297,0.0965
Hong Kong,HKG,85298,0.0965
Hong Kong,HKG,852570,0.0791
Hong Kong,HKG,852572,0.0791
Hong Kong,HKG,852573,0.0791
Hong Kong,HKG,852577,0.0791
Hong Kong,HKG,852578,0.0791
Hong Kong,HKG,852579,0.0791
Hong Kong,HKG,852901,0.0965
Hong Kong,HKG,852902,0.0965
Hong Kong,HKG,852903,0.0965
Hong Kong,HKG,852904,0.0965
Hong Kong,HKG,852905,0.0965
Hong Kong,HKG,852906,0.0965
Hong Kong,HKG,852907,0.0965
Hong Kong,HKG,852908,0.0965
Hong Kong,HKG,852909,0.0965
Hong Kong,HKG,852990,0.0868
Hong Kong,HKG,852991,0.0868
Hong Kong,HKG,852992,0.0868
Hong Kong,HKG,852993,0.0868
Hong Kong,HKG,852994,0.0868
Hong Kong,HKG,852995,0.0868
Hong Kong,HKG,852996,0.0868
Hong Kong,HKG,852997,0.0868
Hong Kong,HKG,852998,0.0868
Hong Kong,HKG,8524610,0.0755
